 Seconds,Date_Time,CO2ppm,WVppt,RefBP,TC1,TC2,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
1608,62582.5,1.2379,17.0597,102.5297,25.3112,29.0521,2.5036,20.05,18.63,14,25.57,10.78,8.22,102.699,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,18.54677,1.24E-06,2.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E-05,0,0
1609,62582.5,1.2419,16.9226,102.533,25.3151,29.0532,2.5041,19.99,18.53,14,25.57,10.78,7.82,102.699,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,18.55097,1.25E-06,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31E-05,0,0
1610,62582.5,1.2427,16.7798,102.5346,25.3123,29.0539,2.5035,20.07,18.49,14,25.57,10.78,7.68,102.7,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,18.55905,1.24E-06,2.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29E-05,0,0
1611,62582.5,1.2343,16.6816,102.5379,25.3136,29.0595,2.5033,20.04,18.56,14,25.57,10.78,7.68,102.7,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,18.56462,1.23E-06,2.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29E-05,0,0
1612,62582.5,1.2288,16.5465,102.5395,25.3084,29.0568,2.5031,20.07,18.56,14,25.57,10.78,7.64,102.701,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,18.55309,1.26E-06,2.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33E-05,0,0
1613,62582.5,1.231,16.431,102.5357,25.315,29.0537,2.5031,20.01,18.5,14,25.57,10.78,8.4,102.701,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,18.53656,1.29E-06,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40E-05,0,0
1614,62582.5,1.226,16.3191,102.5346,25.3101,29.0563,2.5034,20.07,18.64,14,25.57,10.78,7.73,102.701,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,18.50961,1.29E-06,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39E-05,0,0
1615,62582.5,1.2409,16.1946,102.536,25.3107,29.0518,2.5032,20.05,18.56,14,25.57,10.78,7.71,102.702,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,18.49594,1.24E-06,2.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E-05,0,0
1616,62582.5,1.2334,16.0672,102.5332,25.3127,29.0497,2.5028,19.88,18.42,14,25.57,10.78,7.64,102.702,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,18.4957,1.24E-06,2.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29E-05,0,0
1617,62582.5,1.2281,15.9853,102.5301,25.3145,29.0492,2.5035,19.93,18.43,14,25.57,10.78,8.39,102.703,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,18.48875,1.28E-06,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36E-05,0,0
1618,62582.5,1.2319,15.8489,102.5346,25.3169,29.0495,2.5026,20.02,18.46,14,25.57,10.78,7.64,102.703,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,18.48725,1.27E-06,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-05,0,0
1619,62582.5,1.2348,15.7276,102.5354,25.3144,29.0543,2.5015,19.96,18.45,14,25.57,10.78,8.22,102.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48892,1.26E-06,2.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33E-05,0,0
1620,62582.5,1.2356,15.6375,102.5367,25.3055,29.057,2.5025,19.96,18.48,14,25.57,10.78,7.64,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.49787,1.26E-06,2.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32E-05,0,0
1621,62582.5,1.2298,15.5172,102.5408,25.3063,29.0555,2.5031,19.99,18.56,14,25.57,10.78,8.43,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50261,1.27E-06,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-05,0,0
1622,62582.5,1.2228,15.4263,102.5367,25.3108,29.0587,2.5029,19.99,18.56,14,25.57,10.78,7.62,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51956,1.31E-06,2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-05,0,0
1623,62582.5,1.2053,15.2975,102.5374,25.3158,29.0571,2.503,20,18.55,14,25.57,10.78,7.62,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53988,1.32E-06,2.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44E-05,0,0
1624,62582.5,1.2262,15.1954,102.5408,25.3067,29.0575,2.5037,20.06,18.59,14,25.57,10.78,7.69,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5602,1.31E-06,2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-05,0,0
1625,62582.5,1.2207,15.0952,102.5442,25.306,29.0585,2.5031,20.01,18.51,14,25.57,10.78,8.39,102.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56682,1.32E-06,2.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45E-05,0,0
1626,62582.5,1.2115,14.9777,102.545,25.31,29.0565,2.503,20.02,18.56,14,25.57,10.78,7.64,102.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55388,1.33E-06,2.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47E-05,0,0
1627,62582.5,1.2122,14.8941,102.5431,25.3093,29.0532,2.5034,20,18.53,14,25.57,10.78,7.64,102.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54852,1.34E-06,2.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-05,0,0
1628,62582.5,1.2038,14.7739,102.5425,25.3049,29.0599,2.5019,20,18.52,14,25.57,10.78,7.69,102.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53793,1.33E-06,2.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46E-05,0,0
1629,62582.5,1.2162,14.6756,102.5374,25.3059,29.0636,2.5018,20.09,18.6,14,25.57,10.78,7.68,102.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53508,1.33E-06,2.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46E-05,0,0
1630,62582.5,1.2241,14.5595,102.5411,25.3057,29.0677,2.5026,20.06,18.59,14,25.57,10.78,8.12,102.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5304,1.34E-06,2.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-05,0,0
1631,62582.5,1.2102,14.4461,102.5415,25.3098,29.066,2.5041,19.9,18.42,14,25.57,10.78,7.69,102.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52353,1.36E-06,2.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52E-05,0,0
1632,62582.5,1.205,14.3817,102.5443,25.3064,29.0685,2.5032,19.89,18.44,14,25.57,10.78,8.4,102.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51974,1.37E-06,2.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54E-05,0,0
1633,62582.5,1.2137,14.2666,102.5449,25.3061,29.0692,2.5017,20.04,18.61,14,25.57,10.78,7.64,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5081,1.39E-06,2.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58E-05,0,0
1634,62582.5,1.2204,14.1715,102.5453,25.3088,29.0664,2.5027,19.95,18.49,14,25.57,10.78,8.43,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48341,1.41E-06,2.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E-05,0,0
1635,62582.5,1.2102,14.0634,102.5396,25.3112,29.0638,2.5028,19.93,18.5,14,25.57,10.78,7.62,102.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.47127,1.42E-06,2.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62E-05,0,0
1636,62582.5,1.1965,13.961,102.5406,25.3134,29.0592,2.5027,20,18.46,14,25.57,10.78,7.64,102.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45698,1.41E-06,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60E-05,0,0
1637,62582.5,1.2048,13.897,102.5437,25.3147,29.0606,2.5025,19.98,18.45,14,25.57,10.78,7.64,102.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45666,1.40E-06,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59E-05,0,0
1638,62582.5,1.2169,13.7895,102.5372,25.3175,29.0652,2.5038,19.98,18.43,14,25.57,10.78,7.64,102.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.46348,1.41E-06,2.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E-05,0,0
1639,62582.5,1.2162,13.6954,102.5336,25.3139,29.0663,2.5044,19.96,18.42,14,25.57,10.78,7.62,102.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45461,1.40E-06,2.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58E-05,0,0
1640,62582.5,1.2132,13.6053,102.5366,25.31,29.0695,2.5043,19.9,18.38,14,25.57,10.78,7.85,102.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45775,1.39E-06,2.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56E-05,0,0
1641,62582.5,1.2213,13.5051,102.5352,25.3114,29.0662,2.5038,20.06,18.57,14,25.57,10.78,7.69,102.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.46824,1.40E-06,2.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58E-05,0,0
1642,62582.5,1.2289,13.4335,102.5369,25.3149,29.0658,2.5032,19.96,18.47,14,25.57,10.78,7.68,102.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.47786,1.42E-06,2.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62E-05,0,0
1643,62582.5,1.229,13.3283,102.5426,25.309,29.0669,2.5033,19.98,18.5,14,25.57,10.78,7.66,102.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48778,1.43E-06,2.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E-05,0,0
1644,62582.5,1.2257,13.2282,102.541,25.3088,29.0722,2.5024,19.99,18.5,14,25.57,10.78,7.64,102.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48506,1.43E-06,2.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65E-05,0,0
1645,62582.5,1.2274,13.1567,102.5373,25.3166,29.0732,2.5029,20,18.51,14,25.57,10.78,8.43,102.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48806,1.47E-06,2.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71E-05,0,0
1646,62582.5,1.2331,13.0589,102.5367,25.3156,29.0726,2.5024,20.01,18.54,14,25.57,10.78,7.66,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.49591,1.46E-06,2.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71E-05,0,0
1647,62582.5,1.2276,12.9721,102.5347,25.3185,29.0742,2.5049,19.92,18.4,14,25.57,10.78,8.44,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.49345,1.46E-06,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-05,0,0
1648,62582.5,1.2373,12.8935,102.535,25.3164,29.073,2.5039,20.01,18.51,14,25.57,10.78,7.62,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48921,1.47E-06,2.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71E-05,0,0
1649,62582.5,1.2468,12.8127,102.5349,25.3149,29.0742,2.5048,19.95,18.45,14,25.57,10.78,8.44,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50023,1.46E-06,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-05,0,0
1650,62582.5,1.2588,12.72,102.5396,25.3128,29.0752,2.5035,19.95,18.46,14,25.57,10.78,7.64,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50398,1.44E-06,2.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66E-05,0,0
1651,62582.5,1.2529,12.6414,102.5349,25.3185,29.0757,2.5034,20.04,18.58,14,25.57,10.78,7.62,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.49672,1.44E-06,2.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66E-05,0,0
1652,62582.5,1.2623,12.564,102.5355,25.3162,29.0691,2.5042,20.03,18.56,14,25.57,10.78,7.62,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51111,1.46E-06,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-05,0,0
1653,62582.5,1.2751,12.4805,102.5343,25.3172,29.0742,2.5045,19.96,18.49,14,25.57,10.78,8.21,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52452,1.44E-06,2.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67E-05,0,0
1654,62582.5,1.2752,12.4055,102.538,25.3171,29.0852,2.5042,20.01,18.56,14,25.57,10.78,7.64,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53867,1.44E-06,2.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68E-05,0,0
1655,62582.5,1.276,12.3164,102.5357,25.3148,29.081,2.5025,19.99,18.49,14,25.57,10.78,7.64,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53539,1.46E-06,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70E-05,0,0
1656,62582.5,1.2688,12.2397,102.5342,25.3169,29.0774,2.5027,19.96,18.51,14,25.57,10.78,7.64,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53223,1.47E-06,2.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73E-05,0,0
1657,62582.5,1.2757,12.1756,102.5331,25.3198,29.0801,2.5027,19.95,18.49,14,25.57,10.78,7.85,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52137,1.49E-06,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-05,0,0
1658,62582.5,1.2785,12.0848,102.5359,25.3208,29.0854,2.501,20.1,18.66,14,25.57,10.78,7.66,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50353,1.50E-06,2.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-05,0,0
1659,62582.5,1.2918,12.0029,102.5405,25.3142,29.0822,2.5022,19.95,18.48,14,25.57,10.78,7.62,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5075,1.48E-06,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75E-05,0,0
1660,62582.5,1.2913,11.9425,102.538,25.3119,29.0812,2.502,19.97,18.47,14,25.57,10.78,8.35,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51169,1.47E-06,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0
1661,62582.5,1.2981,11.8543,102.5326,25.3073,29.0803,2.5032,19.99,18.48,14,25.57,10.78,7.68,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50271,1.48E-06,2.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73E-05,0,0
1662,62582.5,1.3075,11.7727,102.5354,25.3092,29.0855,2.5023,19.97,18.46,14,25.57,10.78,8.21,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50688,1.49E-06,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75E-05,0,0
1663,62582.5,1.3102,11.7144,102.5346,25.3092,29.0892,2.5026,19.97,18.52,14,25.57,10.78,7.64,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50395,1.49E-06,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75E-05,0,0
1664,62582.5,1.3167,11.6314,102.5391,25.3149,29.0856,2.5029,19.96,18.52,14,25.57,10.78,8.43,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51396,1.50E-06,2.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-05,0,0
1665,62582.5,1.3191,11.5635,102.5402,25.3179,29.0893,2.5036,20.05,18.58,14,25.57,10.78,7.68,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51697,1.51E-06,2.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,0,0
1666,62582.5,1.3252,11.4963,102.5371,25.3188,29.0877,2.5032,19.96,18.5,14,25.57,10.78,7.96,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54133,1.51E-06,2.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,0,0
1667,62582.5,1.3148,11.4273,102.5366,25.3173,29.0947,2.5031,19.92,18.5,14,25.58,10.78,7.66,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55263,1.51E-06,2.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,0,0
1668,62582.5,1.3169,11.358,102.5351,25.3164,29.1027,2.5019,20.02,18.58,14,25.58,10.78,8.22,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54194,1.52E-06,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81E-05,0,0
1669,62582.5,1.3349,11.2776,102.5353,25.3128,29.1,2.5025,19.98,18.56,14,25.58,10.78,8.16,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53549,1.50E-06,2.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,0,0
1670,62582.5,1.3323,11.2107,102.5366,25.3135,29.1055,2.503,20.08,18.6,14,25.58,10.78,8.11,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52322,1.50E-06,2.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,0,0
1671,62582.5,1.3317,11.1432,102.5332,25.3179,29.1022,2.5036,19.99,18.49,14,25.58,10.78,7.83,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51771,1.50E-06,2.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78E-05,0,0
1672,62582.5,1.333,11.0821,102.53,25.3191,29.1025,2.5037,19.98,18.5,14,25.58,10.78,8.22,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51428,1.49E-06,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-05,0,0
1673,62582.5,1.3502,11.0072,102.5307,25.3156,29.0968,2.5039,19.97,18.47,14,25.58,10.78,7.64,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51283,1.50E-06,2.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78E-05,0,0
1674,62582.5,1.3411,10.9394,102.5355,25.3184,29.0908,2.503,19.89,18.4,14,25.58,10.78,7.64,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.49605,1.51E-06,2.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,0,0
1675,62582.5,1.3454,10.862,102.5311,25.3172,29.0864,2.5029,20.04,18.56,14,25.58,10.78,7.83,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48836,1.49E-06,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75E-05,0,0
1676,62582.5,1.3555,10.798,102.535,25.3127,29.0904,2.5047,19.96,18.52,14,25.58,10.8,8.22,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48199,1.49E-06,2.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75E-05,0,0
1677,62582.5,1.3584,10.7428,102.5344,25.3095,29.0954,2.504,19.98,18.53,14,25.58,10.8,7.64,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48984,1.52E-06,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81E-05,0,0
1678,62582.5,1.3603,10.6666,102.5354,25.3054,29.0944,2.5028,20.01,18.5,14,25.58,10.8,7.62,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50746,1.53E-06,2.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83E-05,0,0
1679,62582.5,1.3597,10.6029,102.5353,25.3133,29.0917,2.5031,19.96,18.45,14,25.58,10.8,8.4,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52046,1.51E-06,2.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,0,0
1680,62582.5,1.3556,10.5324,102.5392,25.3141,29.1056,2.5038,19.97,18.48,14,25.58,10.8,7.83,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52088,1.52E-06,2.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82E-05,0,0
